96.2000,414.0625,439.0625,421.8750,462.5000,423.4375,440.6250,406.2500,460.9375,401.5625,329.6875,345.3125,348.4375,360.9375,385.9375,365.6250,417.1875,415.6250,396.8750,400.0000,415.6250,407.8125,401.5625,407.8125,415.6250,379.6875
96.1000,382.8125,464.0625,428.1250,428.1250,453.1250,392.1875,435.9375,381.2500,442.1875,359.3750,390.6250,332.8125,351.5625,335.9375,390.6250,400.0000,423.4375,400.0000,431.2500,368.7500,365.6250,393.7500,376.5625,371.8750,351.5625
96.0000,453.1250,443.7500,414.0625,393.7500,437.5000,414.0625,464.0625,409.3750,390.6250,420.3125,356.2500,318.7500,337.5000,320.3125,348.4375,364.0625,348.4375,373.4375,385.9375,381.2500,392.1875,337.5000,365.6250,339.0625,387.5000
95.9000,431.2500,454.6875,485.9375,451.5625,428.1250,417.1875,453.1250,415.6250,412.5000,385.9375,376.5625,337.5000,321.8750,342.1875,331.2500,339.0625,346.8750,384.3750,367.1875,393.7500,367.1875,373.4375,370.3125,360.9375,323.4375
95.8000,448.4375,445.3125,440.6250,443.7500,501.5625,446.8750,403.1250,425.0000,371.8750,378.1250,339.0625,339.0625,348.4375,306.2500,314.0625,351.5625,340.6250,300.0000,381.2500,309.3750,350.0000,332.8125,306.2500,365.6250,376.5625
95.7000,403.1250,464.0625,460.9375,429.6875,462.5000,445.3125,384.3750,468.7500,371.8750,365.6250,376.5625,346.8750,312.5000,276.5625,321.8750,300.0000,340.6250,334.3750,350.0000,367.1875,357.8125,360.9375,357.8125,317.1875,320.3125
95.6000,415.6250,417.1875,432.8125,446.8750,470.3125,393.7500,428.1250,409.3750,376.5625,387.5000,342.1875,337.5000,293.7500,284.3750,275.0000,343.7500,334.3750,326.5625,356.2500,351.5625,342.1875,339.0625,318.7500,278.1250,345.3125
95.5000,451.5625,385.9375,428.1250,482.8125,456.2500,425.0000,403.1250,378.1250,348.4375,375.0000,401.5625,320.3125,309.3750,295.3125,317.1875,346.8750,285.9375,329.6875,326.5625,354.6875,326.5625,368.7500,296.8750,335.9375,301.5625
95.4000,407.8125,490.6250,445.3125,478.1250,415.6250,457.8125,457.8125,428.1250,420.3125,446.8750,320.3125,307.8125,334.3750,331.2500,273.4375,317.1875,304.6875,293.7500,328.1250,345.3125,323.4375,329.6875,312.5000,329.6875,328.1250
95.3000,393.7500,445.3125,470.3125,451.5625,482.8125,442.1875,429.6875,437.5000,390.6250,398.4375,345.3125,351.5625,292.1875,325.0000,312.5000,315.6250,339.0625,292.1875,314.0625,273.4375,321.8750,331.2500,317.1875,285.9375,295.3125
95.2000,395.3125,421.8750,440.6250,448.4375,420.3125,478.1250,451.5625,435.9375,373.4375,403.1250,337.5000,303.1250,281.2500,320.3125,320.3125,301.5625,287.5000,332.8125,334.3750,295.3125,298.4375,325.0000,257.8125,298.4375,265.6250
95.1000,442.1875,406.2500,465.6250,443.7500,410.9375,434.3750,390.6250,393.7500,376.5625,385.9375,378.1250,320.3125,292.1875,307.8125,265.6250,262.5000,295.3125,285.9375,260.9375,298.4375,289.0625,293.7500,304.6875,290.6250,295.3125
95.0000,437.5000,467.1875,445.3125,468.7500,409.3750,403.1250,392.1875,426.5625,356.2500,414.0625,362.5000,314.0625,332.8125,282.8125,320.3125,307.8125,282.8125,290.6250,320.3125,287.5000,279.6875,320.3125,298.4375,304.6875,331.2500
94.9000,414.0625,418.7500,454.6875,375.0000,446.8750,401.5625,417.1875,398.4375,396.8750,360.9375,348.4375,335.9375,318.7500,295.3125,309.3750,284.3750,320.3125,242.1875,335.9375,310.9375,262.5000,271.8750,287.5000,268.7500,325.0000
94.8000,443.7500,432.8125,465.6250,426.5625,418.7500,415.6250,406.2500,442.1875,393.7500,356.2500,335.9375,300.0000,300.0000,310.9375,273.4375,290.6250,290.6250,298.4375,276.5625,276.5625,282.8125,300.0000,304.6875,279.6875,237.5000
94.7000,381.2500,400.0000,456.2500,428.1250,425.0000,407.8125,412.5000,418.7500,409.3750,420.3125,307.8125,335.9375,285.9375,304.6875,278.1250,245.3125,276.5625,257.8125,284.3750,298.4375,281.2500,296.8750,309.3750,281.2500,304.6875
94.6000,473.4375,467.1875,465.6250,407.8125,415.6250,410.9375,407.8125,335.9375,392.1875,350.0000,356.2500,292.1875,323.4375,284.3750,231.2500,254.6875,257.8125,310.9375,270.3125,262.5000,259.3750,282.8125,292.1875,275.0000,301.5625
94.5000,487.5000,478.1250,406.2500,434.3750,437.5000,421.8750,395.3125,398.4375,376.5625,365.6250,365.6250,309.3750,317.1875,281.2500,295.3125,296.8750,243.7500,254.6875,284.3750,292.1875,253.1250,296.8750,251.5625,275.0000,281.2500
94.4000,400.0000,448.4375,396.8750,414.0625,482.8125,445.3125,400.0000,406.2500,368.7500,400.0000,329.6875,328.1250,281.2500,290.6250,275.0000,243.7500,256.2500,259.3750,273.4375,287.5000,268.7500,278.1250,279.6875,273.4375,284.3750
94.3000,398.4375,356.2500,457.8125,467.1875,443.7500,451.5625,445.3125,415.6250,426.5625,368.7500,370.3125,314.0625,292.1875,275.0000,289.0625,262.5000,267.1875,268.7500,262.5000,270.3125,248.4375,254.6875,268.7500,265.6250,300.0000
94.2000,442.1875,412.5000,425.0000,418.7500,492.1875,453.1250,392.1875,412.5000,389.0625,382.8125,354.6875,268.7500,279.6875,271.8750,273.4375,268.7500,295.3125,293.7500,251.5625,289.0625,253.1250,273.4375,251.5625,279.6875,264.0625
94.1000,460.9375,470.3125,442.1875,456.2500,407.8125,445.3125,392.1875,415.6250,359.3750,378.1250,359.3750,320.3125,337.5000,293.7500,287.5000,278.1250,250.0000,251.5625,300.0000,262.5000,273.4375,262.5000,242.1875,276.5625,248.4375
94.0000,412.5000,454.6875,428.1250,415.6250,412.5000,457.8125,410.9375,407.8125,398.4375,403.1250,354.6875,301.5625,304.6875,260.9375,275.0000,284.3750,318.7500,239.0625,301.5625,278.1250,279.6875,312.5000,267.1875,300.0000,289.0625
93.9000,457.8125,395.3125,403.1250,445.3125,470.3125,457.8125,432.8125,400.0000,389.0625,354.6875,360.9375,340.6250,304.6875,265.6250,275.0000,265.6250,289.0625,285.9375,260.9375,301.5625,256.2500,265.6250,260.9375,253.1250,279.6875
93.8000,454.6875,471.8750,417.1875,450.0000,468.7500,442.1875,425.0000,417.1875,403.1250,345.3125,398.4375,328.1250,254.6875,248.4375,242.1875,296.8750,260.9375,296.8750,289.0625,245.3125,281.2500,275.0000,257.8125,287.5000,264.0625
93.7000,470.3125,442.1875,459.3750,495.3125,446.8750,425.0000,432.8125,443.7500,356.2500,353.1250,332.8125,312.5000,323.4375,268.7500,267.1875,306.2500,270.3125,217.1875,276.5625,242.1875,285.9375,318.7500,265.6250,275.0000,295.3125
93.6000,435.9375,437.5000,421.8750,423.4375,420.3125,417.1875,400.0000,426.5625,384.3750,384.3750,326.5625,328.1250,350.0000,282.8125,268.7500,264.0625,271.8750,282.8125,268.7500,264.0625,270.3125,264.0625,257.8125,279.6875,312.5000
93.5000,395.3125,478.1250,403.1250,440.6250,478.1250,459.3750,421.8750,398.4375,384.3750,367.1875,384.3750,339.0625,260.9375,259.3750,232.8125,234.3750,281.2500,295.3125,284.3750,248.4375,270.3125,259.3750,210.9375,281.2500,281.2500
93.4000,420.3125,435.9375,403.1250,446.8750,442.1875,429.6875,457.8125,403.1250,385.9375,353.1250,406.2500,323.4375,273.4375,281.2500,275.0000,268.7500,232.8125,296.8750,260.9375,234.3750,296.8750,268.7500,259.3750,260.9375,264.0625
93.3000,440.6250,439.0625,421.8750,432.8125,454.6875,435.9375,418.7500,395.3125,353.1250,387.5000,346.8750,345.3125,300.0000,289.0625,257.8125,275.0000,278.1250,260.9375,253.1250,231.2500,264.0625,275.0000,231.2500,267.1875,245.3125
93.2000,406.2500,426.5625,432.8125,439.0625,376.5625,428.1250,423.4375,392.1875,365.6250,404.6875,353.1250,365.6250,254.6875,218.7500,246.8750,275.0000,262.5000,268.7500,260.9375,275.0000,259.3750,259.3750,225.0000,239.0625,264.0625
93.1000,440.6250,425.0000,398.4375,439.0625,481.2500,450.0000,407.8125,392.1875,426.5625,364.0625,306.2500,331.2500,306.2500,273.4375,271.8750,267.1875,267.1875,257.8125,290.6250,265.6250,223.4375,256.2500,237.5000,265.6250,246.8750
93.0000,453.1250,450.0000,434.3750,454.6875,448.4375,440.6250,385.9375,417.1875,423.4375,343.7500,360.9375,318.7500,306.2500,279.6875,284.3750,254.6875,231.2500,289.0625,292.1875,228.1250,235.9375,240.6250,253.1250,257.8125,259.3750
92.9000,450.0000,429.6875,378.1250,446.8750,393.7500,448.4375,404.6875,390.6250,382.8125,395.3125,332.8125,310.9375,287.5000,298.4375,242.1875,250.0000,245.3125,287.5000,245.3125,237.5000,248.4375,268.7500,237.5000,268.7500,259.3750
92.8000,367.1875,453.1250,456.2500,464.0625,439.0625,439.0625,404.6875,378.1250,381.2500,373.4375,326.5625,310.9375,285.9375,264.0625,240.6250,245.3125,257.8125,231.2500,300.0000,268.7500,259.3750,245.3125,256.2500,228.1250,304.6875
92.7000,390.6250,440.6250,428.1250,479.6875,506.2500,429.6875,421.8750,400.0000,407.8125,396.8750,353.1250,315.6250,310.9375,254.6875,253.1250,245.3125,228.1250,275.0000,231.2500,259.3750,229.6875,229.6875,250.0000,262.5000,256.2500
92.6000,398.4375,460.9375,454.6875,440.6250,481.2500,429.6875,385.9375,385.9375,403.1250,415.6250,371.8750,359.3750,303.1250,273.4375,259.3750,265.6250,264.0625,289.0625,240.6250,259.3750,251.5625,250.0000,253.1250,275.0000,253.1250
92.5000,407.8125,423.4375,396.8750,404.6875,425.0000,400.0000,412.5000,464.0625,342.1875,359.3750,326.5625,281.2500,260.9375,243.7500,264.0625,284.3750,245.3125,275.0000,229.6875,215.6250,240.6250,281.2500,253.1250,259.3750,275.0000
92.4000,393.7500,412.5000,471.8750,439.0625,414.0625,395.3125,432.8125,403.1250,401.5625,351.5625,381.2500,298.4375,284.3750,270.3125,259.3750,271.8750,270.3125,254.6875,243.7500,285.9375,207.8125,257.8125,237.5000,270.3125,281.2500
92.3000,398.4375,465.6250,459.3750,450.0000,481.2500,451.5625,406.2500,390.6250,384.3750,387.5000,325.0000,326.5625,315.6250,276.5625,289.0625,250.0000,232.8125,282.8125,270.3125,237.5000,193.7500,218.7500,234.3750,231.2500,251.5625
92.2000,439.0625,450.0000,451.5625,437.5000,410.9375,401.5625,468.7500,401.5625,412.5000,398.4375,345.3125,298.4375,298.4375,248.4375,250.0000,267.1875,265.6250,228.1250,282.8125,259.3750,217.1875,243.7500,262.5000,251.5625,242.1875
92.1000,451.5625,428.1250,407.8125,470.3125,406.2500,428.1250,428.1250,443.7500,379.6875,392.1875,384.3750,303.1250,295.3125,281.2500,270.3125,260.9375,264.0625,235.9375,242.1875,264.0625,223.4375,273.4375,239.0625,246.8750,240.6250
92.0000,448.4375,407.8125,407.8125,423.4375,465.6250,460.9375,376.5625,425.0000,387.5000,379.6875,303.1250,293.7500,279.6875,278.1250,239.0625,242.1875,239.0625,237.5000,253.1250,267.1875,232.8125,262.5000,257.8125,235.9375,245.3125

//Area Comment,AtomicName,XLabel,YLabel,DataCount
#7 SiO2 25nm
O1s
Sputter Time(min)
Intensity
25
0.0000,88925.7344
1.0000,122217.8125
2.0000,125950.2109
3.0000,124797.8125
4.0000,126445.7344
5.0000,126408.9609
6.0000,125956.5625
6.5000,125266.2500
7.0000,125413.9609
7.5000,121401.1484
8.0000,116655.6250
8.5000,104749.8984
9.0000,78576.3516
9.5000,41802.5000
10.0000,14036.9795
10.5000,6139.1670
11.0000,1037.6041
11.5000,2302.2917
12.0000,0.0000
13.0000,359.3750
14.0000,1232.6041
15.0000,53.5417
16.0000,321.3542
17.0000,251.7708
18.0000,577.7083

//Area Comment,AtomicName,XLabel,YLabel,DataCount
#7 SiO2 25nm
Si2p
Sputter Time(min)
Intensity
25
0.0000,27162.8125
1.0000,33092.1484
2.0000,33480.3516
3.0000,34007.4219
4.0000,33498.8672
5.0000,33854.0234
6.0000,33827.4219
6.5000,34128.2813
7.0000,33243.6719
7.5000,34090.7422
8.0000,33055.0781
8.5000,32977.3047
9.0000,33021.8750
9.5000,33490.2344
10.0000,33517.2266
10.5000,33545.5469
11.0000,32960.5859
11.5000,33315.2734
12.0000,33447.1875
13.0000,33582.9688
14.0000,33840.0781
15.0000,34365.4297
16.0000,34071.6797
17.0000,32135.1172
18.0000,32959.1797

